pokedex_number,name,japanese_name,type1,type2,generation,is_legendary,height_m,weight_kg,speed,hp,attack,sp_attack,defense,sp_defense,egg_steps,happiness,base_total,capture_rate,experience,perc_male,against_bug,against_dragon,against_electric,against_fire,against_ice,against_poison,against_psychic,against_water,abilities
533,Gurdurr,Dotekkotsuドテッコツ,fighting,,5,no,1.2,40,40,85,105,40,85,50,5120,70,405,90,1059860,75.4,0.5,1,1,1,1,1,2,1,"['Guts', 'Sheer Force', 'Iron Fist']"
534,Conkeldurr,Roubushinローブシン,fighting,,5,no,1.4,87,45,105,140,55,95,65,5120,70,505,45,1059860,75.4,0.5,1,1,1,1,1,2,1,"['Guts', 'Sheer Force', 'Iron Fist']"
535,Tympole,Otamaroオタマロ,water,,5,no,0.5,4.5,64,50,50,50,40,40,5120,70,294,255,1059860,50,1,1,2,0.5,0.5,1,1,0.5,"['Swift Swim', 'Hydration', 'Water Absorb']"
536,Palpitoad,Gamagaruガマガル,water,ground,5,no,0.8,17,69,75,65,65,55,55,5120,70,384,120,1059860,50,1,1,0,0.5,1,0.5,1,1,"['Swift Swim', 'Hydration', 'Water Absorb']"
537,Seismitoad,Gamagerogeガマゲロゲ,water,ground,5,no,1.5,62,74,105,95,85,75,75,5120,70,509,45,1059860,50,1,1,0,0.5,1,0.5,1,1,"['Swift Swim', 'Poison Touch', 'Water Absorb']"
538,Throh,Nagekiナゲキ,fighting,,5,no,1.3,55.5,45,120,100,30,85,85,5120,70,465,45,1000000,100,0.5,1,1,1,1,1,2,1,"['Guts', 'Inner Focus', 'Mold Breaker']"
539,Sawk,Dagekiダゲキ,fighting,,5,no,1.4,51,85,75,125,30,75,75,5120,70,465,45,1000000,100,0.5,1,1,1,1,1,2,1,"['Sturdy', 'Inner Focus', 'Mold Breaker']"
540,Sewaddle,Kurumiruクルミル,bug,grass,5,no,0.3,2.5,42,45,53,40,70,60,3840,70,310,255,1059860,50,2,1,0.5,4,2,2,1,0.5,"['Swarm', 'Chlorophyll', 'Overcoat']"
541,Swadloon,Kurumayuクルマユ,bug,grass,5,no,0.5,7.3,42,55,63,50,90,80,3840,70,380,120,1059860,50,2,1,0.5,4,2,2,1,0.5,"['Leaf Guard', 'Chlorophyll', 'Overcoat']"
542,Leavanny,Hahakomoriハハコモリ,bug,grass,5,no,1.2,20.5,92,75,103,70,80,80,3840,70,500,45,1059860,50,2,1,0.5,4,2,2,1,0.5,"['Swarm', 'Chlorophyll', 'Overcoat']"
543,Venipede,Fushideフシデ,bug,poison,5,no,0.4,5.3,57,30,45,30,59,39,3840,70,260,255,1059860,50,0.5,1,1,2,1,0.5,2,1,"['Poison Point', 'Swarm', 'Speed Boost']"
544,Whirlipede,Wheegaホイーガ,bug,poison,5,no,1.2,58.5,47,40,55,40,99,79,3840,70,360,120,1059860,50,0.5,1,1,2,1,0.5,2,1,"['Poison Point', 'Swarm', 'Speed Boost']"
545,Scolipede,Pendrorペンドラー,bug,poison,5,no,2.5,200.5,112,60,100,55,89,69,5120,70,485,45,1059860,50,0.5,1,1,2,1,0.5,2,1,"['Poison Point', 'Swarm', 'Speed Boost']"
546,Cottonee,Monmenモンメン,grass,fairy,5,no,0.3,0.6,66,40,27,37,60,50,5120,70,280,190,1000000,50,1,0,0.5,2,2,4,1,0.5,"['Prankster', 'Infiltrator', 'Chlorophyll']"
547,Whimsicott,Elfuunエルフーン,grass,fairy,5,no,0.7,6.6,116,60,67,77,85,75,5120,70,480,75,1000000,50,1,0,0.5,2,2,4,1,0.5,"['Prankster', 'Infiltrator', 'Chlorophyll']"
548,Petilil,Churineチュリネ,grass,,5,no,0.5,6.6,30,45,35,70,50,50,5120,70,280,190,1000000,0,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
549,Lilligant,Dredearドレディア,grass,,5,no,1.1,16.3,90,70,60,110,75,75,5120,70,480,75,1000000,0,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']"
550,Basculin,Bassraoバスラオ,water,,5,no,1,18,98,70,92,80,65,55,10240,70,460,25,1000000,50,1,1,2,0.5,0.5,1,1,0.5,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']"
551,Sandile,Megurocoメグロコ,ground,dark,5,no,0.7,15.2,65,50,72,35,35,35,5120,70,292,180,1059860,50,2,1,0,1,2,0.5,0,2,"['Intimidate', 'Moxie', 'Anger Point']"
552,Krokorok,Waruvileワルビル,ground,dark,5,no,1,33.4,74,60,82,45,45,45,5120,70,351,90,1059860,50,2,1,0,1,2,0.5,0,2,"['Intimidate', 'Moxie', 'Anger Point']"
553,Krookodile,Waruvialワルビアル,ground,dark,5,no,1.5,96.3,92,95,117,65,80,70,5120,70,519,45,1059860,50,2,1,0,1,2,0.5,0,2,"['Intimidate', 'Moxie', 'Anger Point']"
554,Darumaka,Darumakkaダルマッカ,fire,,5,no,0.6,37.5,50,70,90,15,45,45,5120,70,315,120,1059860,50,0.5,1,1,0.5,0.5,1,1,2,"['Hustle', 'Inner Focus']"
555,Darmanitan,Hihidarumaヒヒダルマ,fire,fire,5,no,1.3,92.9,55,105,30,140,105,105,5120,70,540,60,1059860,50,0.5,1,1,0.5,0.5,1,1,2,"['Sheer Force', 'Zen Mode']"
556,Maractus,Maracacchiマラカッチ,grass,,5,no,1,28,60,75,86,106,67,67,5120,70,461,255,1000000,50,2,1,0.5,2,2,2,1,0.5,"['Water Absorb', 'Chlorophyll', 'Storm Drain']"
557,Dwebble,Ishizumaiイシズマイ,bug,rock,5,no,0.3,14.5,55,50,65,35,85,35,5120,70,325,190,1000000,50,1,1,1,1,1,0.5,1,2,"['Sturdy', 'Shell Armor', 'Weak Armor']"
558,Crustle,Iwapalaceイワパレス,bug,rock,5,no,1.4,200,45,70,105,65,125,75,5120,70,485,75,1000000,50,1,1,1,1,1,0.5,1,2,"['Sturdy', 'Shell Armor', 'Weak Armor']"
559,Scraggy,Zurugguズルッグ,dark,fighting,5,no,0.6,11.8,48,50,75,35,70,70,3840,35,348,180,1000000,50,1,1,1,1,1,1,0,1,"['Shed Skin', 'Moxie', 'Intimidate']"
560,Scrafty,Zuruzukinズルズキン,dark,fighting,5,no,1.1,30,58,65,90,45,115,115,3840,70,488,90,1000000,50,1,1,1,1,1,1,0,1,"['Shed Skin', 'Moxie', 'Intimidate']"
561,Sigilyph,Symbolerシンボラー,psychic,flying,5,no,1.4,14,97,72,58,103,80,80,5120,70,490,45,1000000,50,1,1,2,1,2,1,0.5,1,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']"
562,Yamask,Desumasuデスマス,ghost,,5,no,0.5,1.5,30,38,30,55,85,65,6400,70,303,190,1000000,50,0.5,1,1,1,1,0.5,1,1,['Mummy']
563,Cofagrigus,Desukarnデスカーン,ghost,,5,no,1.7,76.5,30,58,50,95,145,105,6400,70,483,90,1000000,50,0.5,1,1,1,1,0.5,1,1,['Mummy']
564,Tirtouga,Protogaプロトーガ,water,rock,5,no,0.7,16.5,22,54,78,53,103,45,7680,70,355,45,1000000,88.1,1,1,2,0.25,0.5,0.5,1,1,"['Solid Rock', 'Sturdy', 'Swift Swim']"
565,Carracosta,Abagouraアバゴーラ,water,rock,5,no,1.2,81,32,74,108,83,133,65,7680,70,495,45,1000000,88.1,1,1,2,0.25,0.5,0.5,1,1,"['Solid Rock', 'Sturdy', 'Swift Swim']"
566,Archen,Archenアーケン,rock,flying,5,no,0.5,9.5,70,55,112,74,45,45,7680,70,401,45,1000000,88.1,0.5,1,2,0.5,2,0.5,1,2,['Defeatist']
567,Archeops,Archeosアーケオス,rock,flying,5,no,1.4,32,110,75,140,112,65,65,7680,70,567,45,1000000,88.1,0.5,1,2,0.5,2,0.5,1,2,['Defeatist']
568,Trubbish,Yabukuronヤブクロン,poison,,5,no,0.6,31,65,50,50,40,62,62,5120,70,329,190,1000000,50,0.5,1,1,1,1,0.5,2,1,"['Stench', 'Sticky Hold', 'Aftermath']"
569,Garbodor,Dustdasダストダス,poison,,5,no,1.9,107.3,75,80,95,60,82,82,5120,70,474,60,1000000,50,0.5,1,1,1,1,0.5,2,1,"['Stench', 'Weak Armor', 'Aftermath']"
570,Zorua,Zoruaゾロア,dark,,5,no,0.7,12.5,65,40,65,80,40,40,6400,70,330,75,1059860,88.1,2,1,1,1,1,1,0,1,['Illusion']
571,Zoroark,Zoroarkゾロアーク,dark,,5,no,1.6,81.1,105,60,105,120,60,60,5120,70,510,45,1059860,88.1,2,1,1,1,1,1,0,1,['Illusion']
572,Minccino,Chillarmyチラーミィ,normal,,5,no,0.4,5.8,75,55,50,40,40,40,3840,70,300,255,800000,24.6,1,1,1,1,1,1,1,1,"['Cute Charm', 'Technician', 'Skill Link']"
573,Cinccino,Chillaccinoチラチーノ,normal,,5,no,0.5,7.5,115,75,95,65,60,60,3840,70,470,60,800000,24.6,1,1,1,1,1,1,1,1,"['Cute Charm', 'Technician', 'Skill Link']"
574,Gothita,Gothimuゴチム,psychic,,5,no,0.4,5.8,45,45,30,55,50,65,5120,70,290,200,1059860,24.6,2,1,1,1,1,1,0.5,1,"['Frisk', 'Competitive', 'Shadow Tag']"
575,Gothorita,Gothimiruゴチミル,psychic,,5,no,0.7,18,55,60,45,75,70,85,5120,70,390,100,1059860,24.6,2,1,1,1,1,1,0.5,1,"['Frisk', 'Competitive', 'Shadow Tag']"
576,Gothitelle,Gothiruselleゴチルゼル,psychic,,5,no,1.5,44,65,70,55,95,95,110,5120,70,490,50,1059860,24.6,2,1,1,1,1,1,0.5,1,"['Frisk', 'Competitive', 'Shadow Tag']"
577,Solosis,Uniranユニラン,psychic,,5,no,0.3,1,20,45,30,105,40,50,5120,70,290,200,1059860,50,2,1,1,1,1,1,0.5,1,"['Overcoat', 'Magic Guard', 'Regenerator']"
578,Duosion,Doublanダブラン,psychic,,5,no,0.6,8,30,65,40,125,50,60,5120,70,370,100,1059860,50,2,1,1,1,1,1,0.5,1,"['Overcoat', 'Magic Guard', 'Regenerator']"
579,Reuniclus,Lanculusランクルス,psychic,,5,no,1,20.1,30,110,65,125,75,85,5120,70,490,50,1059860,50,2,1,1,1,1,1,0.5,1,"['Overcoat', 'Magic Guard', 'Regenerator']"
580,Ducklett,Koaruhieコアルヒー,water,flying,5,no,0.5,5.5,55,62,44,44,50,50,5120,70,305,190,1000000,50,0.5,1,4,0.5,1,1,1,0.5,"['Keen Eye', 'Big Pecks', 'Hydration']"
581,Swanna,Swannaスワンナ,water,flying,5,no,1.3,24.2,98,75,87,87,63,63,5120,70,473,45,1000000,50,0.5,1,4,0.5,1,1,1,0.5,"['Keen Eye', 'Big Pecks', 'Hydration']"
582,Vanillite,Vanipetiバニプッチ,ice,,5,no,0.4,5.7,44,36,50,65,50,60,5120,70,305,255,1250000,50,1,1,1,2,0.5,1,1,1,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
583,Vanillish,Vanirichバニリッチ,ice,,5,no,1.1,41,59,51,65,80,65,75,5120,70,395,120,1250000,50,1,1,1,2,0.5,1,1,1,"['Ice Body', 'Snow Cloak', 'Weak Armor']"
584,Vanilluxe,Baivanillaバイバニラ,ice,,5,no,1.3,57.5,79,71,95,110,85,95,5120,70,535,45,1250000,50,1,1,1,2,0.5,1,1,1,"['Ice Body', 'Snow Warning', 'Weak Armor']"
585,Deerling,Shikijikaシキジカ,normal,grass,5,no,0.6,19.5,75,60,60,40,50,50,5120,70,335,190,1000000,50,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
586,Sawsbuck,Mebukijikaメブキジカ,normal,grass,5,no,1.9,92.5,95,80,100,60,70,70,5120,70,475,75,1000000,50,2,1,0.5,2,2,2,1,0.5,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']"
587,Emolga,Emongaエモンガ,electric,flying,5,no,0.4,5,103,55,75,75,60,60,5120,70,428,200,1000000,50,0.5,1,1,1,2,1,1,1,"['Static', 'Motor Drive']"
588,Karrablast,Kaburumoカブルモ,bug,,5,no,0.5,5.9,60,50,75,40,45,45,3840,70,315,200,1000000,50,1,1,1,2,1,1,1,1,"['Swarm', 'Shed Skin', 'No Guard']"
589,Escavalier,Chevargoシュバルゴ,bug,steel,5,no,1,33,20,70,135,60,105,105,3840,70,495,75,1000000,50,0.5,0.5,1,4,0.5,0,0.5,1,"['Swarm', 'Shell Armor', 'Overcoat']"
590,Foongus,Tamagetakeタマゲタケ,grass,poison,5,no,0.2,1,15,69,55,55,45,55,5120,70,294,190,1000000,50,1,1,0.5,2,2,1,2,0.5,"['Effect Spore', 'Regenerator']"
591,Amoonguss,Morobareruモロバレル,grass,poison,5,no,0.6,10.5,30,114,85,85,70,80,5120,70,464,75,1000000,50,1,1,0.5,2,2,1,2,0.5,"['Effect Spore', 'Regenerator']"
592,Frillish,Pururillプルリル,water,ghost,5,no,1.2,33,40,55,40,65,50,85,5120,70,335,190,1000000,50,0.5,1,2,0.5,0.5,0.5,1,0.5,"['Water Absorb', 'Cursed Body', 'Damp']"
593,Jellicent,Burungelブルンゲル,water,ghost,5,no,2.2,135,60,100,60,85,70,105,5120,70,480,60,1000000,50,0.5,1,2,0.5,0.5,0.5,1,0.5,"['Water Absorb', 'Cursed Body', 'Damp']"
594,Alomomola,Mamanbouママンボウ,water,,5,no,1.2,31.6,65,165,75,40,80,45,10240,70,470,75,800000,50,1,1,2,0.5,0.5,1,1,0.5,"['Healer', 'Hydration', 'Regenerator']"
595,Joltik,Bachuruバチュル,bug,electric,5,no,0.1,0.6,65,50,47,57,50,50,5120,70,319,190,1000000,50,1,1,0.5,2,1,1,1,1,"['Compoundeyes', 'Unnerve', 'Swarm']"
596,Galvantula,Dentulaデンチュラ,bug,electric,5,no,0.8,14.3,108,70,77,97,60,60,5120,70,472,75,1000000,50,1,1,0.5,2,1,1,1,1,"['Compoundeyes', 'Unnerve', 'Swarm']"
597,Ferroseed,Tesseedテッシード,grass,steel,5,no,0.6,18.8,10,44,50,24,91,86,5120,70,305,255,1000000,50,1,0.5,0.5,4,1,0,0.5,0.5,['Iron Barbs']
598,Ferrothorn,Nutreyナットレイ,grass,steel,5,no,1,110,20,74,94,54,131,116,5120,70,489,90,1000000,50,1,0.5,0.5,4,1,0,0.5,0.5,"['Iron Barbs', 'Anticipation']"
599,Klink,Giaruギアル,steel,,5,no,0.3,21,30,40,55,45,70,60,5120,70,300,130,1059860,,0.5,0.5,1,2,0.5,0,0.5,1,"['Plus', 'Minus', 'Clear Body']"
600,Klang,Gigiaruギギアル,steel,,5,no,0.6,51,50,60,80,70,95,85,5120,70,440,60,1059860,,0.5,0.5,1,2,0.5,0,0.5,1,"['Plus', 'Minus', 'Clear Body']"
601,Klinklang,Gigigiaruギギギアル,steel,,5,no,0.6,81,90,60,100,70,115,85,5120,70,520,30,1059860,,0.5,0.5,1,2,0.5,0,0.5,1,"['Plus', 'Minus', 'Clear Body']"
602,Tynamo,Shibishirasuシビシラス,electric,,5,no,0.2,0.3,60,35,55,45,40,40,5120,70,275,190,1250000,50,1,1,0.5,1,1,1,1,1,['Levitate']
603,Eelektrik,Shibibeelシビビール,electric,,5,no,1.2,22,40,65,85,75,70,70,5120,70,405,60,1250000,50,1,1,0.5,1,1,1,1,1,['Levitate']
604,Eelektross,Shibirudonシビルドン,electric,,5,no,2.1,80.5,50,85,115,105,80,80,5120,70,515,30,1250000,50,1,1,0.5,1,1,1,1,1,['Levitate']
605,Elgyem,Ligrayリグレー,psychic,,5,no,0.5,9,30,55,55,85,55,55,5120,70,335,255,1000000,50,2,1,1,1,1,1,0.5,1,"['Telepathy', 'Synchronize', 'Analytic']"
606,Beheeyem,Ohbemオーベム,psychic,,5,no,1,34.5,40,75,75,125,75,95,5120,70,485,90,1000000,50,2,1,1,1,1,1,0.5,1,"['Telepathy', 'Synchronize', 'Analytic']"
607,Litwick,Hitomoshiヒトモシ,ghost,fire,5,no,0.3,3.1,20,50,30,65,55,55,5120,70,275,190,1059860,50,0.25,1,1,0.5,0.5,0.5,1,2,"['Flash Fire', 'Flame Body', 'Infiltrator']"
608,Lampent,Lamplerランプラー,ghost,fire,5,no,0.6,13,55,60,40,95,60,60,5120,70,370,90,1059860,50,0.25,1,1,0.5,0.5,0.5,1,2,"['Flash Fire', 'Flame Body', 'Infiltrator']"
609,Chandelure,Chandelaシャンデラ,ghost,fire,5,no,1,34.3,80,60,55,145,90,90,5120,70,520,45,1059860,50,0.25,1,1,0.5,0.5,0.5,1,2,"['Flash Fire', 'Flame Body', 'Infiltrator']"
610,Axew,Kibagoキバゴ,dragon,,5,no,0.6,18,57,46,87,30,60,40,10240,35,320,75,1250000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']"
611,Fraxure,Onondoオノンド,dragon,,5,no,1,36,67,66,117,40,70,50,10240,35,410,60,1250000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']"
612,Haxorus,Ononokusオノノクス,dragon,,5,no,1.8,105.5,97,76,147,60,90,70,10240,35,540,45,1250000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rivalry', 'Mold Breaker', 'Unnerve']"
613,Cubchoo,Kumasyunクマシュン,ice,,5,no,0.5,8.5,40,55,70,60,40,40,5120,70,305,120,1000000,50,1,1,1,2,0.5,1,1,1,"['Snow Cloak', 'Slush Rush', 'Rattled']"
614,Beartic,Tunbearツンベアー,ice,,5,no,2.6,260,50,95,130,70,80,80,5120,70,505,60,1000000,50,1,1,1,2,0.5,1,1,1,"['Snow Cloak', 'Slush Rush', 'Swift Swim']"
615,Cryogonal,Freegeoフリージオ,ice,,5,no,1.1,148,105,80,50,95,50,135,6400,70,515,25,1000000,,1,1,1,2,0.5,1,1,1,['Levitate']
616,Shelmet,Chobomakiチョボマキ,bug,,5,no,0.4,7.7,25,50,40,40,85,65,3840,70,305,200,1000000,50,1,1,1,2,1,1,1,1,"['Hydration', 'Shell Armor', 'Overcoat']"
617,Accelgor,Agilderアギルダー,bug,,5,no,0.8,25.3,145,80,70,100,40,60,3840,70,495,75,1000000,50,1,1,1,2,1,1,1,1,"['Hydration', 'Sticky Hold', 'Unburden']"
618,Stunfisk,Maggyoマッギョ,ground,electric,5,no,0.7,11,32,109,66,81,84,99,5120,70,471,75,1000000,50,1,1,0,1,2,0.5,1,2,"['Static', 'Limber', 'Sand Veil']"
619,Mienfoo,Kojofuコジョフー,fighting,,5,no,0.9,20,65,45,85,55,50,50,6400,70,350,180,1059860,50,0.5,1,1,1,1,1,2,1,"['Inner Focus', 'Regenerator', 'Reckless']"
620,Mienshao,Kojondoコジョンド,fighting,,5,no,1.4,35.5,105,65,125,95,60,60,6400,70,510,45,1059860,50,0.5,1,1,1,1,1,2,1,"['Inner Focus', 'Regenerator', 'Reckless']"
621,Druddigon,Crimganクリムガン,dragon,,5,no,1.6,139,48,77,120,60,90,90,7680,70,485,45,1000000,50,1,2,0.5,0.5,2,1,1,0.5,"['Rough Skin', 'Sheer Force', 'Mold Breaker']"
622,Golett,Gobitゴビット,ground,ghost,5,no,1,92,35,59,74,35,50,50,6400,70,303,190,1000000,,0.5,1,0,1,2,0.25,1,2,"['Iron Fist', 'Klutz', 'No Guard']"
623,Golurk,Goloogゴルーグ,ground,ghost,5,no,2.8,330,55,89,124,55,80,80,6400,70,483,90,1000000,,0.5,1,0,1,2,0.25,1,2,"['Iron Fist', 'Klutz', 'No Guard']"
624,Pawniard,Komatanaコマタナ,dark,steel,5,no,0.5,10.2,60,45,85,40,70,40,5120,35,340,120,1000000,50,1,0.5,1,2,0.5,0,0,1,"['Defiant', 'Inner Focus', 'Pressure']"
625,Bisharp,Kirikizanキリキザン,dark,steel,5,no,1.6,70,70,65,125,60,100,70,5120,35,490,45,1000000,50,1,0.5,1,2,0.5,0,0,1,"['Defiant', 'Inner Focus', 'Pressure']"
626,Bouffalant,Buffronバッフロン,normal,,5,no,1.6,94.6,55,95,110,40,95,95,5120,70,490,45,1000000,50,1,1,1,1,1,1,1,1,"['Reckless', 'Sap Sipper', 'Soundproof']"
627,Rufflet,Washibonワシボン,normal,flying,5,no,0.5,10.5,60,70,83,37,50,50,5120,70,350,190,1250000,100,0.5,1,2,1,2,1,1,1,"['Keen Eye', 'Sheer Force', 'Hustle']"
628,Braviary,Warrgleウォーグル,normal,flying,5,no,1.5,41,80,100,123,57,75,75,5120,70,510,60,1250000,100,0.5,1,2,1,2,1,1,1,"['Keen Eye', 'Sheer Force', 'Defiant']"
629,Vullaby,Valchaiバルチャイ,dark,flying,5,no,0.5,9,60,70,55,45,75,65,5120,35,370,190,1250000,0,1,1,2,1,2,1,0,1,"['Big Pecks', 'Overcoat', 'Weak Armor']"
630,Mandibuzz,Vulginaバルジーナ,dark,flying,5,no,1.2,39.5,80,110,65,55,105,95,5120,35,510,60,1250000,0,1,1,2,1,2,1,0,1,"['Big Pecks', 'Overcoat', 'Weak Armor']"
631,Heatmor,Kuitaranクイタラン,fire,,5,no,1.4,58,65,85,97,105,66,66,5120,70,484,90,1000000,50,0.5,1,1,0.5,0.5,1,1,2,"['Gluttony', 'Flash Fire', 'White Smoke']"
632,Durant,Aiantアイアント,bug,steel,5,no,0.3,33,109,58,109,48,112,48,5120,70,484,90,1000000,50,0.5,0.5,1,4,0.5,0,0.5,1,"['Swarm', 'Hustle', 'Truant']"
633,Deino,Monozuモノズ,dark,dragon,5,no,0.8,17.3,38,52,65,45,50,50,10240,35,300,45,1250000,50,2,2,0.5,0.5,2,1,0,0.5,['Hustle']
634,Zweilous,Diheadジヘッド,dark,dragon,5,no,1.4,50,58,72,85,65,70,70,10240,35,420,45,1250000,50,2,2,0.5,0.5,2,1,0,0.5,['Hustle']
635,Hydreigon,Sazandoraサザンドラ,dark,dragon,5,no,1.8,160,98,92,105,125,90,90,10240,35,600,45,1250000,50,2,2,0.5,0.5,2,1,0,0.5,['Levitate']
636,Larvesta,Merlarvaメラルバ,bug,fire,5,no,1.1,28.8,60,55,85,50,55,55,10240,70,360,45,1250000,50,0.5,1,1,1,0.5,1,1,2,"['Flame Body', 'Swarm']"
637,Volcarona,Ulgamothウルガモス,bug,fire,5,no,1.6,46,100,85,60,135,65,105,10240,70,550,15,1250000,50,0.5,1,1,1,0.5,1,1,2,"['Flame Body', 'Swarm']"
638,Cobalion,Cobalonコバルオン,steel,fighting,5,yes,2.1,250,108,91,90,90,129,72,20480,35,580,3,1250000,,0.25,0.5,1,2,0.5,0,1,1,['Justified']
639,Terrakion,Terrakionテラキオン,rock,fighting,5,yes,1.9,260,108,91,129,72,90,90,20480,35,580,3,1250000,,0.5,1,1,0.5,1,0.5,2,2,['Justified']
640,Virizion,Virizionビリジオン,grass,fighting,5,yes,2,200,108,91,90,90,72,129,20480,35,580,3,1250000,,1,1,0.5,2,2,2,2,0.5,['Justified']
641,Tornadus,Tornelos (keshin Forme)トルネロス,flying,,5,yes,1.5,63,121,79,100,110,80,90,30720,90,580,3,1250000,100,0.5,1,2,1,2,1,1,1,"['Prankster', 'Defiant', 'Regenerator']"
642,Thundurus,Voltolos (keshin Forme)ボルトロス,electric,flying,5,yes,1.5,61,101,79,105,145,70,80,30720,90,580,3,1250000,100,0.5,1,1,1,2,1,1,1,"['Prankster', 'Defiant', 'Volt Absorb']"
643,Reshiram,Reshiramレシラム,dragon,fire,5,yes,3.2,330,90,100,120,150,100,120,30720,0,680,3,1250000,,0.5,2,0.5,0.25,1,1,1,1,['Turboblaze']
644,Zekrom,Zekromゼクロム,dragon,electric,5,yes,2.9,345,90,100,150,120,120,100,30720,0,680,3,1250000,,1,2,0.25,0.5,2,1,1,0.5,['Teravolt']
645,Landorus,Landlos (keshin Forme)ランドロス,ground,flying,5,yes,1.5,68,91,89,145,105,90,80,30720,90,600,3,1250000,100,0.5,1,0,1,4,0.5,1,2,"['Sand Force', 'Sheer Force', 'Intimidate']"
646,Kyurem,Kyuremキュレム,dragon,ice,5,yes,3,325,95,125,120,170,90,100,30720,0,700,3,1250000,,1,2,0.5,1,1,1,1,0.5,"['Pressure', 'Teravolt', 'Turboblaze']"
647,Keldeo,Keldeo (itsumo No Sugata)ケルディオ,water,fighting,5,yes,1.4,48.5,108,91,72,129,90,90,20480,35,580,3,1250000,,0.5,1,2,0.5,0.5,1,2,0.5,['Justified']
648,Meloetta,Meloetta (step Forme)メロエッタ,normal,psychic,5,yes,0.6,6.5,128,100,128,77,90,77,30720,100,600,3,1250000,,2,1,1,1,1,1,0.5,1,['Serene Grace']
649,Genesect,Genesectゲノセクト,bug,steel,5,yes,1.5,82.5,99,71,120,120,95,95,30720,0,600,3,1250000,,0.5,0.5,1,4,0.5,0,0.5,1,['Download']
650,Chespin,Harimaronハリマロン,grass,,6,no,0.4,9,38,56,61,48,65,45,5120,70,313,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Bulletproof']"
651,Quilladin,Hariborgハリボーグ,grass,,6,no,0.7,29,57,61,78,56,95,58,5120,70,405,45,1059860,88.1,2,1,0.5,2,2,2,1,0.5,"['Overgrow', 'Bulletproof']"
652,Chesnaught,Brigarronブリガロン,grass,fighting,6,no,1.6,90,64,88,107,74,122,75,5120,70,530,45,1059860,88.1,1,1,0.5,2,2,2,2,0.5,"['Overgrow', 'Bulletproof']"
653,Fennekin,Fokkoフォッコ,fire,,6,no,0.4,9.4,60,40,45,62,40,60,5120,70,307,45,1059860,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Blaze', 'Magician']"
654,Braixen,Tairenarテールナー,fire,,6,no,1,14.5,73,59,59,90,58,70,5120,70,409,45,1059860,88.1,0.5,1,1,0.5,0.5,1,1,2,"['Blaze', 'Magician']"
655,Delphox,Mahoxyマフォクシー,fire,psychic,6,no,1.5,39,104,75,69,114,72,100,5120,70,534,45,1059860,88.1,1,1,1,0.5,0.5,1,0.5,2,"['Blaze', 'Magician']"
656,Froakie,Keromatsuケロマツ,water,,6,no,0.3,7,71,41,56,62,40,44,5120,70,314,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Protean']"
657,Frogadier,Gekogashiraゲコガシラ,water,,6,no,0.6,10.9,97,54,63,83,52,56,5120,70,405,45,1059860,88.1,1,1,2,0.5,0.5,1,1,0.5,"['Torrent', 'Protean']"
658,Greninja,Gekkougaゲッコウガ,water,dark,6,no,1.5,40,132,72,145,153,67,71,5120,70,640,45,1059860,88.1,2,1,2,0.5,0.5,1,0,0.5,"['Torrent', 'Protean', 'Battle Bond']"
659,Bunnelby,Horubeeホルビー,normal,,6,no,0.4,5,57,38,36,32,38,36,3840,70,237,255,1000000,50,1,1,1,1,1,1,1,1,"['Pickup', 'Cheek Pouch', 'Huge Power']"
660,Diggersby,Horudoホルード,normal,ground,6,no,1,42.4,78,85,56,50,77,77,3840,70,423,127,1000000,50,1,1,0,1,2,0.5,1,2,"['Pickup', 'Cheek Pouch', 'Huge Power']"
661,Fletchling,Yayakomaヤヤコマ,normal,flying,6,no,0.3,1.7,62,45,50,40,43,38,3840,70,278,255,1059860,50,0.5,1,2,1,2,1,1,1,"['Big Pecks', 'Gale Wings']"
662,Fletchinder,Hinoyakomaヒノヤコマ,fire,flying,6,no,0.7,16,84,62,73,56,55,52,3840,70,382,120,1059860,50,0.25,1,2,0.5,1,1,1,2,"['Flame Body', 'Gale Wings']"
663,Talonflame,Fiarrowファイアロー,fire,flying,6,no,1.2,24.5,126,78,81,74,71,69,3840,70,499,45,1059860,50,0.25,1,2,0.5,1,1,1,2,"['Flame Body', 'Gale Wings']"
